Timestamp,Time_Elapsed(s),SoC(%),Voltage(V),Temperature(°C),Power(W),Current(A),SoH(%),Cycle_Count,EIS_Impedance(mΩ),Internal_Resistance(mΩ),Load_Profile
2025-05-31 18:30:43,23,46.11,3.286,17.0,32.22,9.80,100.00,0,6.1,50.0,EV City Driving
2025-05-31 18:30:44,24,60.67,2.753,16.8,61.18,22.22,100.00,0,6.1,50.0,EV City Driving
2025-05-31 18:30:45,25,71.29,2.300,16.2,80.69,35.08,100.00,0,6.2,50.0,EV City Driving
2025-05-31 18:30:46,26,76.38,2.300,15.1,82.59,35.91,100.00,0,6.4,50.0,EV City Driving
2025-05-31 18:30:47,27,64.83,2.477,17.9,69.94,28.23,100.00,0,6.0,50.0,EV City Driving
2025-05-31 18:30:48,28,48.43,2.975,14.2,48.54,16.32,100.00,0,6.5,50.0,EV City Driving
2025-05-31 18:30:49,29,36.88,3.280,14.0,28.93,8.82,100.00,0,6.5,50.0,EV City Driving
2025-05-31 18:30:50,30,30.12,3.426,19.5,17.48,5.10,99.98,1,5.7,50.0,EV City Driving
2025-05-31 18:30:51,31,47.65,3.069,19.8,43.99,14.33,99.98,1,5.7,50.0,EV City Driving
2025-05-31 18:30:52,32,61.79,2.606,18.1,65.90,25.29,99.98,1,5.9,50.0,EV City Driving
2025-05-31 18:30:53,33,71.46,2.355,19.9,74.12,31.47,99.98,1,5.7,50.0,EV City Driving
2025-05-31 18:30:54,34,79.16,2.300,16.4,108.25,47.06,99.98,1,6.2,50.0,EV City Driving
2025-05-31 18:30:55,35,65.31,2.515,16.6,69.24,27.53,99.98,1,6.2,50.0,EV City Driving
2025-05-31 18:30:56,36,52.88,2.719,19.0,59.72,21.97,99.98,1,5.8,50.0,EV City Driving
2025-05-31 18:30:57,37,39.86,3.094,16.6,39.93,12.91,99.98,1,6.1,50.0,EV City Driving
2025-05-31 18:30:58,38,33.17,3.204,14.4,31.71,9.90,99.98,1,6.5,50.0,EV City Driving
2025-05-31 18:30:59,39,50.43,2.845,17.8,54.50,19.16,99.98,1,6.0,50.0,EV City Driving
2025-05-31 18:31:00,40,63.81,2.300,19.9,97.77,42.51,99.98,1,5.7,50.0,EV City Driving
2025-05-31 18:31:01,41,62.98,2.315,14.3,72.35,31.25,99.98,1,6.5,50.0,EV City Driving
2025-05-31 18:31:02,42,53.04,2.474,14.5,66.51,26.89,99.98,1,6.5,50.0,EV City Driving
2025-05-31 18:31:03,43,43.37,2.629,14.4,59.48,22.62,99.98,1,6.5,50.0,EV City Driving
2025-05-31 18:31:04,44,32.44,3.178,16.4,32.83,10.33,99.98,1,6.2,50.0,EV City Driving
2025-05-31 18:31:05,45,25.18,3.407,17.6,16.65,4.89,99.98,1,6.0,50.0,EV City Driving
2025-05-31 18:31:06,46,41.32,3.103,18.8,40.01,12.89,99.98,1,5.8,50.0,EV City Driving
2025-05-31 18:31:07,47,57.17,2.716,15.8,61.20,22.53,99.98,1,6.3,50.0,EV City Driving
2025-05-31 18:31:08,48,68.73,2.300,18.5,83.73,36.40,99.98,1,5.9,50.0,EV City Driving
2025-05-31 18:31:09,49,77.17,2.300,18.5,105.67,45.94,99.98,1,5.9,50.0,EV City Driving
2025-05-31 18:31:10,50,66.51,2.464,18.2,70.72,28.70,99.98,1,5.9,50.0,EV City Driving
2025-05-31 18:31:11,51,49.89,2.856,19.3,53.90,18.87,99.98,1,5.8,50.0,EV City Driving
2025-05-31 18:31:12,52,39.09,3.071,15.2,40.77,13.28,99.98,1,6.4,50.0,EV City Driving
2025-05-31 18:31:13,53,33.90,3.153,14.9,34.69,11.00,99.98,1,6.4,50.0,EV City Driving
2025-05-31 18:31:14,54,51.75,2.748,16.1,58.38,21.24,99.98,1,6.2,50.0,EV City Driving
2025-05-31 18:31:15,55,64.78,2.300,19.2,94.82,41.22,99.98,1,5.8,50.0,EV City Driving
2025-05-31 18:31:16,56,71.78,2.300,15.3,83.13,36.14,99.98,1,6.3,50.0,EV City Driving
2025-05-31 18:31:17,57,63.07,2.442,14.5,70.15,28.73,99.98,1,6.5,50.0,EV City Driving
2025-05-31 18:31:18,58,47.16,2.925,18.0,50.17,17.15,99.98,1,6.0,50.0,EV City Driving
2025-05-31 18:31:19,59,36.61,3.173,19.2,34.68,10.93,99.98,1,5.8,50.0,EV City Driving
2025-05-31 18:31:20,60,28.50,3.415,18.1,17.50,5.13,99.96,2,5.9,50.0,EV City Driving
2025-05-31 18:31:21,61,47.82,2.704,16.9,58.56,21.66,99.96,2,6.1,50.0,EV City Driving
