Timestamp,Time_Elapsed(s),SoC(%),Voltage(V),SoH(%),Cycle_Count
2025-05-31 17:26:03,1,100.00,3.700,100.00,0
2025-05-31 17:26:04,2,99.99,3.700,100.00,0
2025-05-31 17:26:05,3,99.99,3.700,100.00,0
2025-05-31 17:26:06,4,99.99,3.700,100.00,0
2025-05-31 17:26:07,5,99.99,3.700,100.00,0
2025-05-31 17:26:08,6,99.98,3.700,100.00,0
